id,domain,competencyIds,competencyLabel,difficulty,layer,scope,familyId,casePatternId,prompt,context,need,artifactType,artifactLabel,artifactBrief,generationPrompt,questionId,th
"NH-CORE-GENERAL-D5-TRANSFORMATION-STRATEGY-APPLIED-08","D5","D5-transformation-strategy","Strategy and transformation","applied","core","Core / general","D5-transformation-strategy-applied","D5-transformation-strategy-applied-2","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap. Tailor it to this question: Product team uses AI to prepare a release note. A new release note is produced faster, but the approval queue remains unchanged. Unreleased capabilities has to not be described as available. Which next action makes the strategy more executable? Select all that apply.","Scenario: Product team needs a release note.
Use: approved release records.
Rule: Unreleased capabilities must not be described as available.
Risk: A false capability claim can change a purchase decision.
Evidence: A new release note is produced faster, but the approval queue remains unchanged.","artifact helpful","workflow-trace","Workflow / agent trace","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap.","NH-CORE-GENERAL-D5-TRANSFORMATION-STRATEGY-APPLIED-08","[object Object]"
"NH-CORE-GENERAL-D5-TRANSFORMATION-STRATEGY-PROFICIENT-01","D5","D5-transformation-strategy","Strategy and transformation","proficient","core","Core / general","D5-transformation-strategy-proficient","D5-transformation-strategy-proficient-2","Create a realistic business dashboard or spreadsheet panel with baseline, current result, cost, benefit, risk, confidence, and one misleading metric that users must catch. Tailor it to this question: Project team uses AI to prepare a project update. One team gains speed by shifting verification work to another team. Only the current approved version can be circulated. Which conclusion best reflects the transformation evidence?","Scenario: Project team needs a project update.
Use: approved project records.
Rule: Only the current approved version may be circulated.
Risk: A wrong update can send the team to the wrong milestone.
Evidence: One team gains speed by shifting verification work to another team.","requires artifact","data-chart-dashboard","Dashboard / chart / calculation evidence","Dashboard or spreadsheet-style table with enough numeric evidence to calculate or compare outcomes.","Create a realistic business dashboard or spreadsheet panel with baseline, current result, cost, benefit, risk, confidence, and one misleading metric that users must catch.","NH-CORE-GENERAL-D5-TRANSFORMATION-STRATEGY-PROFICIENT-01","[object Object]"
"NH-CORE-GENERAL-D5-TRANSFORMATION-STRATEGY-PROFICIENT-02","D5","D5-transformation-strategy","Strategy and transformation","proficient","core","Core / general","D5-transformation-strategy-proficient","D5-transformation-strategy-proficient-3","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Community learning group uses AI to prepare a workshop guide. The workflow is effective only because one expert manually resolves every exception. The guide has to work for readers with no AI background. Which conclusion best reflects the transformation evidence?","Scenario: Community learning group needs a workshop guide.
Use: reviewed learning materials.
Rule: The guide must work for readers with no AI background.
Risk: An unsupported instruction can mislead new learners.
Evidence: The workflow is effective only because one expert manually resolves every exception.","requires artifact","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-CORE-GENERAL-D5-TRANSFORMATION-STRATEGY-PROFICIENT-02","[object Object]"
"NH-CORE-GENERAL-D5-TRANSFORMATION-STRATEGY-PROFICIENT-04","D5","D5-transformation-strategy","Strategy and transformation","proficient","core","Core / general","D5-transformation-strategy-proficient","D5-transformation-strategy-proficient-1","Create a realistic media provenance review board with thumbnail, caption, source/date fields, license scope, detector result, and a highlighted mismatch. Tailor it to this question: Internal support team uses AI to prepare a support response. License adoption is high, but cycle time, quality, and user outcomes are unchanged. Staff has to approve the response before it is sent. Which conclusion best reflects the transformation evidence?","Scenario: Internal support team needs a support response.
Use: maintained knowledge articles.
Rule: Staff must approve the response before it is sent.
Risk: An incorrect answer can cause repeated support work.
Evidence: License adoption is high, but cycle time, quality, and user outcomes are unchanged.","requires artifact","media-asset-review","Media / asset provenance evidence","Media review board showing image/asset, license terms, caption/source, and provenance checks.","Create a realistic media provenance review board with thumbnail, caption, source/date fields, license scope, detector result, and a highlighted mismatch.","NH-CORE-GENERAL-D5-TRANSFORMATION-STRATEGY-PROFICIENT-04","[object Object]"
"NH-CORE-GENERAL-D5-TRANSFORMATION-STRATEGY-PROFICIENT-05","D5","D5-transformation-strategy","Strategy and transformation","proficient","core","Core / general","D5-transformation-strategy-proficient","D5-transformation-strategy-proficient-2","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Research group uses AI to prepare an evidence summary. One team gains speed by shifting verification work to another team. Every material factual claim needs traceable evidence. Which conclusion best reflects the transformation evidence?","Scenario: Research group needs an evidence summary.
Use: documented source extracts.
Rule: Every material factual claim needs traceable evidence.
Risk: An unsupported result can distort the recommendation.
Evidence: One team gains speed by shifting verification work to another team.","requires artifact","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-CORE-GENERAL-D5-TRANSFORMATION-STRATEGY-PROFICIENT-05","[object Object]"
"NH-CORE-GENERAL-D5-TRANSFORMATION-STRATEGY-PROFICIENT-06","D5","D5-transformation-strategy","Strategy and transformation","proficient","core","Core / general","D5-transformation-strategy-proficient","D5-transformation-strategy-proficient-3","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Volunteer organization uses AI to prepare a coordination plan. The workflow is effective only because one expert manually resolves every exception. Named people has to confirm changes to their assignments. Which conclusion best reflects the transformation evidence?","Scenario: Volunteer organization needs a coordination plan.
Use: approved volunteer schedules.
Rule: Named people must confirm changes to their assignments.
Risk: A missed handoff can leave a service uncovered.
Evidence: The workflow is effective only because one expert manually resolves every exception.","requires artifact","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-CORE-GENERAL-D5-TRANSFORMATION-STRATEGY-PROFICIENT-06","[object Object]"
"NH-CORE-GENERAL-D5-TRANSFORMATION-STRATEGY-PROFICIENT-08","D5","D5-transformation-strategy","Strategy and transformation","proficient","core","Core / general","D5-transformation-strategy-proficient","D5-transformation-strategy-proficient-1","Create a realistic media provenance review board with thumbnail, caption, source/date fields, license scope, detector result, and a highlighted mismatch. Tailor it to this question: Product team uses AI to prepare a release note. License adoption is high, but cycle time, quality, and user outcomes are unchanged. Unreleased capabilities has to not be described as available. Which conclusion best reflects the transformation evidence?","Scenario: Product team needs a release note.
Use: approved release records.
Rule: Unreleased capabilities must not be described as available.
Risk: A false capability claim can change a purchase decision.
Evidence: License adoption is high, but cycle time, quality, and user outcomes are unchanged.","requires artifact","media-asset-review","Media / asset provenance evidence","Media review board showing image/asset, license terms, caption/source, and provenance checks.","Create a realistic media provenance review board with thumbnail, caption, source/date fields, license scope, detector result, and a highlighted mismatch.","NH-CORE-GENERAL-D5-TRANSFORMATION-STRATEGY-PROFICIENT-08","[object Object]"
"NH-CORE-GENERAL-D5-TRANSFORMATION-STRATEGY-ADVANCED-02","D5","D5-transformation-strategy","Strategy and transformation","advanced","core","Core / general","D5-transformation-strategy-advanced","D5-transformation-strategy-advanced-3","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Community learning group uses AI to prepare a workshop guide. A long-term plan depends on one untested assumption about model autonomy. The guide has to work for readers with no AI background. Which strategic response best fits the observed constraint?","Scenario: Community learning group needs a workshop guide.
Use: reviewed learning materials.
Rule: The guide must work for readers with no AI background.
Risk: An unsupported instruction can mislead new learners.
Evidence: A long-term plan depends on one untested assumption about model autonomy.","artifact helpful","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-CORE-GENERAL-D5-TRANSFORMATION-STRATEGY-ADVANCED-02","[object Object]"
"NH-CORE-GENERAL-D5-TRANSFORMATION-STRATEGY-ADVANCED-04","D5","D5-transformation-strategy","Strategy and transformation","advanced","core","Core / general","D5-transformation-strategy-advanced","D5-transformation-strategy-advanced-1","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity. Tailor it to this question: Internal support team uses AI to prepare a support response. Several successful pilots depend on incompatible data and approval arrangements. Staff has to approve the response before it is sent. Which strategic response best fits the observed constraint?","Scenario: Internal support team needs a support response.
Use: maintained knowledge articles.
Rule: Staff must approve the response before it is sent.
Risk: An incorrect answer can cause repeated support work.
Evidence: Several successful pilots depend on incompatible data and approval arrangements.","artifact helpful","communication-thread","Email / chat / ticket thread","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity.","NH-CORE-GENERAL-D5-TRANSFORMATION-STRATEGY-ADVANCED-04","[object Object]"
"NH-CORE-GENERAL-D5-TRANSFORMATION-STRATEGY-ADVANCED-05","D5","D5-transformation-strategy","Strategy and transformation","advanced","core","Core / general","D5-transformation-strategy-advanced","D5-transformation-strategy-advanced-2","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Research group uses AI to prepare an evidence summary. The organization cannot explain how saved time changes staffing, service, or output. Every material factual claim needs traceable evidence. Which strategic response best fits the observed constraint?","Scenario: Research group needs an evidence summary.
Use: documented source extracts.
Rule: Every material factual claim needs traceable evidence.
Risk: An unsupported result can distort the recommendation.
Evidence: The organization cannot explain how saved time changes staffing, service, or output.","requires artifact","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-CORE-GENERAL-D5-TRANSFORMATION-STRATEGY-ADVANCED-05","[object Object]"
"NH-CORE-GENERAL-D5-TRANSFORMATION-STRATEGY-ADVANCED-06","D5","D5-transformation-strategy","Strategy and transformation","advanced","core","Core / general","D5-transformation-strategy-advanced","D5-transformation-strategy-advanced-3","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap. Tailor it to this question: Volunteer organization uses AI to prepare a coordination plan. A long-term plan depends on one untested assumption about model autonomy. Named people has to confirm changes to their assignments. Which strategic response best fits the observed constraint?","Scenario: Volunteer organization needs a coordination plan.
Use: approved volunteer schedules.
Rule: Named people must confirm changes to their assignments.
Risk: A missed handoff can leave a service uncovered.
Evidence: A long-term plan depends on one untested assumption about model autonomy.","artifact helpful","workflow-trace","Workflow / agent trace","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap.","NH-CORE-GENERAL-D5-TRANSFORMATION-STRATEGY-ADVANCED-06","[object Object]"
"NH-CORE-GENERAL-D6-ROLE-CLARITY-AWARENESS-02","D6","D6-role-clarity","Human-AI role clarity","awareness","core","Core / general","D6-role-clarity-awareness","D6-role-clarity-awareness-2","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Community learning group uses AI to prepare a workshop guide. A reviewer checks the draft but has no authority to release the resulting action. The guide has to work for readers with no AI background. Which responsibility is missing?","Scenario: Community learning group needs a workshop guide.
Use: reviewed learning materials.
Rule: The guide must work for readers with no AI background.
Risk: An unsupported instruction can mislead new learners.
Evidence: A reviewer checks the draft but has no authority to release the resulting action.","artifact helpful","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-CORE-GENERAL-D6-ROLE-CLARITY-AWARENESS-02","[object Object]"
"NH-CORE-GENERAL-D6-ROLE-CLARITY-AWARENESS-03","D6","D6-role-clarity","Human-AI role clarity","awareness","core","Core / general","D6-role-clarity-awareness","D6-role-clarity-awareness-3","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Small business uses AI to prepare a service briefing. Two teams each assume the other will handle unresolved exceptions. Customer identifiers has to stay out of the briefing. Which responsibility is missing?","Scenario: Small business needs a service briefing.
Use: approved service records.
Rule: Customer identifiers must stay out of the briefing.
Risk: A wrong claim can create a service commitment.
Evidence: Two teams each assume the other will handle unresolved exceptions.","artifact helpful","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-CORE-GENERAL-D6-ROLE-CLARITY-AWARENESS-03","[object Object]"
"NH-CORE-GENERAL-D6-ROLE-CLARITY-AWARENESS-04","D6","D6-role-clarity","Human-AI role clarity","awareness","core","Core / general","D6-role-clarity-awareness","D6-role-clarity-awareness-4","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity. Tailor it to this question: Internal support team uses AI to prepare a support response. A released output causes an error, but nobody owns correction or user notification. Staff has to approve the response before it is sent. Which responsibility is missing?","Scenario: Internal support team needs a support response.
Use: maintained knowledge articles.
Rule: Staff must approve the response before it is sent.
Risk: An incorrect answer can cause repeated support work.
Evidence: A released output causes an error, but nobody owns correction or user notification.","artifact helpful","communication-thread","Email / chat / ticket thread","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity.","NH-CORE-GENERAL-D6-ROLE-CLARITY-AWARENESS-04","[object Object]"
"NH-CORE-GENERAL-D6-ROLE-CLARITY-AWARENESS-05","D6","D6-role-clarity","Human-AI role clarity","awareness","core","Core / general","D6-role-clarity-awareness","D6-role-clarity-awareness-1","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Research group uses AI to prepare an evidence summary. An assistant drafts a evidence summary, but nobody is named to verify its factual content. Every material factual claim needs traceable evidence. Which responsibility is missing?","Scenario: Research group needs an evidence summary.
Use: documented source extracts.
Rule: Every material factual claim needs traceable evidence.
Risk: An unsupported result can distort the recommendation.
Evidence: An assistant drafts a evidence summary, but nobody is named to verify its factual content.","requires artifact","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-CORE-GENERAL-D6-ROLE-CLARITY-AWARENESS-05","[object Object]"
"NH-CORE-GENERAL-D6-ROLE-CLARITY-AWARENESS-06","D6","D6-role-clarity","Human-AI role clarity","awareness","core","Core / general","D6-role-clarity-awareness","D6-role-clarity-awareness-2","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap. Tailor it to this question: Volunteer organization uses AI to prepare a coordination plan. A reviewer checks the draft but has no authority to release the resulting action. Named people has to confirm changes to their assignments. Which responsibility is missing?","Scenario: Volunteer organization needs a coordination plan.
Use: approved volunteer schedules.
Rule: Named people must confirm changes to their assignments.
Risk: A missed handoff can leave a service uncovered.
Evidence: A reviewer checks the draft but has no authority to release the resulting action.","artifact helpful","workflow-trace","Workflow / agent trace","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap.","NH-CORE-GENERAL-D6-ROLE-CLARITY-AWARENESS-06","[object Object]"
"NH-CORE-GENERAL-D6-ROLE-CLARITY-AWARENESS-07","D6","D6-role-clarity","Human-AI role clarity","awareness","core","Core / general","D6-role-clarity-awareness","D6-role-clarity-awareness-3","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Training team uses AI to prepare a practice exercise. Two teams each assume the other will handle unresolved exceptions. Examples has to be suitable for mixed levels of experience. Which responsibility is missing?","Scenario: Training team needs a practice exercise.
Use: reviewed training examples.
Rule: Examples must be suitable for mixed levels of experience.
Risk: A misleading exercise can reinforce an incorrect habit.
Evidence: Two teams each assume the other will handle unresolved exceptions.","artifact helpful","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-CORE-GENERAL-D6-ROLE-CLARITY-AWARENESS-07","[object Object]"
"NH-CORE-GENERAL-D6-ROLE-CLARITY-APPLIED-02","D6","D6-role-clarity","Human-AI role clarity","applied","core","Core / general","D6-role-clarity-applied","D6-role-clarity-applied-2","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Community learning group uses AI to prepare a workshop guide. A reviewer finds an exception outside their authority. The guide has to work for readers with no AI background. Which assignment resolves the stated ownership gap? Select all that apply.","Scenario: Community learning group needs a workshop guide.
Use: reviewed learning materials.
Rule: The guide must work for readers with no AI background.
Risk: An unsupported instruction can mislead new learners.
Evidence: A reviewer finds an exception outside their authority.","requires artifact","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-CORE-GENERAL-D6-ROLE-CLARITY-APPLIED-02","[object Object]"
"NH-CORE-GENERAL-D6-ROLE-CLARITY-APPLIED-03","D6","D6-role-clarity","Human-AI role clarity","applied","core","Core / general","D6-role-clarity-applied","D6-role-clarity-applied-3","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap. Tailor it to this question: Small business uses AI to prepare a service briefing. A task moves to another team without acknowledgment. Customer identifiers has to stay out of the briefing. Which assignment resolves the stated ownership gap?","Scenario: Small business needs a service briefing.
Use: approved service records.
Rule: Customer identifiers must stay out of the briefing.
Risk: A wrong claim can create a service commitment.
Evidence: A task moves to another team without acknowledgment.","artifact helpful","workflow-trace","Workflow / agent trace","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap.","NH-CORE-GENERAL-D6-ROLE-CLARITY-APPLIED-03","[object Object]"
"NH-CORE-GENERAL-D6-ROLE-CLARITY-APPLIED-04","D6","D6-role-clarity","Human-AI role clarity","applied","core","Core / general","D6-role-clarity-applied","D6-role-clarity-applied-4","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity. Tailor it to this question: Internal support team uses AI to prepare a support response. An error has already reached users, and the original drafter is unavailable. Staff has to approve the response before it is sent. Which assignment resolves the stated ownership gap? Select all that apply.","Scenario: Internal support team needs a support response.
Use: maintained knowledge articles.
Rule: Staff must approve the response before it is sent.
Risk: An incorrect answer can cause repeated support work.
Evidence: An error has already reached users, and the original drafter is unavailable.","artifact helpful","communication-thread","Email / chat / ticket thread","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity.","NH-CORE-GENERAL-D6-ROLE-CLARITY-APPLIED-04","[object Object]"
"NH-CORE-GENERAL-D6-ROLE-CLARITY-APPLIED-05","D6","D6-role-clarity","Human-AI role clarity","applied","core","Core / general","D6-role-clarity-applied","D6-role-clarity-applied-1","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Research group uses AI to prepare an evidence summary. The assistant can draft accurately, but a consequential decision remains with research lead. Every material factual claim needs traceable evidence. Which assignment resolves the stated ownership gap?","Scenario: Research group needs an evidence summary.
Use: documented source extracts.
Rule: Every material factual claim needs traceable evidence.
Risk: An unsupported result can distort the recommendation.
Evidence: The assistant can draft accurately, but a consequential decision remains with research lead.","requires artifact","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-CORE-GENERAL-D6-ROLE-CLARITY-APPLIED-05","[object Object]"
"NH-CORE-GENERAL-D6-ROLE-CLARITY-APPLIED-06","D6","D6-role-clarity","Human-AI role clarity","applied","core","Core / general","D6-role-clarity-applied","D6-role-clarity-applied-2","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Volunteer organization uses AI to prepare a coordination plan. A reviewer finds an exception outside their authority. Named people has to confirm changes to their assignments. Which assignment resolves the stated ownership gap? Select all that apply.","Scenario: Volunteer organization needs a coordination plan.
Use: approved volunteer schedules.
Rule: Named people must confirm changes to their assignments.
Risk: A missed handoff can leave a service uncovered.
Evidence: A reviewer finds an exception outside their authority.","requires artifact","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-CORE-GENERAL-D6-ROLE-CLARITY-APPLIED-06","[object Object]"
"NH-CORE-GENERAL-D6-ROLE-CLARITY-APPLIED-07","D6","D6-role-clarity","Human-AI role clarity","applied","core","Core / general","D6-role-clarity-applied","D6-role-clarity-applied-3","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap. Tailor it to this question: Training team uses AI to prepare a practice exercise. A task moves to another team without acknowledgment. Examples has to be suitable for mixed levels of experience. Which assignment resolves the stated ownership gap?","Scenario: Training team needs a practice exercise.
Use: reviewed training examples.
Rule: Examples must be suitable for mixed levels of experience.
Risk: A misleading exercise can reinforce an incorrect habit.
Evidence: A task moves to another team without acknowledgment.","artifact helpful","workflow-trace","Workflow / agent trace","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap.","NH-CORE-GENERAL-D6-ROLE-CLARITY-APPLIED-07","[object Object]"
"NH-CORE-GENERAL-D6-ROLE-CLARITY-PROFICIENT-02","D6","D6-role-clarity","Human-AI role clarity","proficient","core","Core / general","D6-role-clarity-proficient","D6-role-clarity-proficient-3","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Community learning group uses AI to prepare a workshop guide. The assistant is called the “decision owner” although it cannot accept institutional accountability. The guide has to work for readers with no AI background. Which interpretation best fits the workflow evidence?","Scenario: Community learning group needs a workshop guide.
Use: reviewed learning materials.
Rule: The guide must work for readers with no AI background.
Risk: An unsupported instruction can mislead new learners.
Evidence: The assistant is called the “decision owner” although it cannot accept institutional accountability.","requires artifact","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-CORE-GENERAL-D6-ROLE-CLARITY-PROFICIENT-02","[object Object]"
"NH-CORE-GENERAL-D6-ROLE-CLARITY-PROFICIENT-03","D6","D6-role-clarity","Human-AI role clarity","proficient","core","Core / general","D6-role-clarity-proficient","D6-role-clarity-proficient-4","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Small business uses AI to prepare a service briefing. Two owners can override each other with no precedence or dispute path. Customer identifiers has to stay out of the briefing. Which interpretation best fits the workflow evidence?","Scenario: Small business needs a service briefing.
Use: approved service records.
Rule: Customer identifiers must stay out of the briefing.
Risk: A wrong claim can create a service commitment.
Evidence: Two owners can override each other with no precedence or dispute path.","requires artifact","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-CORE-GENERAL-D6-ROLE-CLARITY-PROFICIENT-03","[object Object]"
"NH-CORE-GENERAL-D6-ROLE-CLARITY-PROFICIENT-04","D6","D6-role-clarity","Human-AI role clarity","proficient","core","Core / general","D6-role-clarity-proficient","D6-role-clarity-proficient-1","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity. Tailor it to this question: Internal support team uses AI to prepare a support response. Every role signs the form, but each believes another role checked the sources. Staff has to approve the response before it is sent. Which interpretation best fits the workflow evidence?","Scenario: Internal support team needs a support response.
Use: maintained knowledge articles.
Rule: Staff must approve the response before it is sent.
Risk: An incorrect answer can cause repeated support work.
Evidence: Every role signs the form, but each believes another role checked the sources.","requires artifact","communication-thread","Email / chat / ticket thread","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity.","NH-CORE-GENERAL-D6-ROLE-CLARITY-PROFICIENT-04","[object Object]"
"NH-CORE-GENERAL-D6-ROLE-CLARITY-PROFICIENT-05","D6","D6-role-clarity","Human-AI role clarity","proficient","core","Core / general","D6-role-clarity-proficient","D6-role-clarity-proficient-2","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area. Tailor it to this question: Research group uses AI to prepare an evidence summary. The named approver receives too little time or evidence to assess the action. Every material factual claim needs traceable evidence. Which interpretation best fits the workflow evidence?","Scenario: Research group needs an evidence summary.
Use: documented source extracts.
Rule: Every material factual claim needs traceable evidence.
Risk: An unsupported result can distort the recommendation.
Evidence: The named approver receives too little time or evidence to assess the action.","requires artifact","source-comparison-pack","Source comparison / version evidence","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area.","NH-CORE-GENERAL-D6-ROLE-CLARITY-PROFICIENT-05","[object Object]"
